inter_arrival_time,packet_size,protocol,flow_duration,total_bytes,packet_count,dst_port,ttl,label,class_name,dataset
0.410938025,64,17,0.410938025,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410499096,64,17,0.410499096,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411695957,64,17,0.411695957,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411193848,64,17,0.411193848,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.003800828,527.2,6,0.110224009,15816,30,13000,126.2666667,0,Web_Chat,ISCX_VPN_2016
0.411211014,64,17,0.411211014,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410760164,64,17,0.410760164,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
2.387937182,152.3297872,6,222.0781579,14319,94,443,114,0,Web_Chat,ISCX_VPN_2016
2.494288021,145.4666667,6,221.9916339,13092,90,443,114,0,Web_Chat,ISCX_VPN_2016
0.153019905,314,17,0.153019905,628,2,53,159,0,Web_Chat,ISCX_VPN_2016
0.277923107,90,17,0.277923107,180,2,123,148.5,0,Web_Chat,ISCX_VPN_2016
13.13566713,60,6,210.1706741,1020,17,443,115.1764706,0,Web_Chat,ISCX_VPN_2016
13.13574249,60,6,210.1718798,1020,17,443,115.1764706,0,Web_Chat,ISCX_VPN_2016
14.0116748,60,6,210.175122,960,16,443,112.5,0,Web_Chat,ISCX_VPN_2016
14.0116028,60,6,210.174042,960,16,443,113.5,0,Web_Chat,ISCX_VPN_2016
6.760089099,92,17,135.201782,1932,21,137,128,0,Web_Chat,ISCX_VPN_2016
0.412458897,64,17,0.412458897,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41205883,64,17,0.41205883,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.412310123,64,17,0.412310123,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411932945,64,17,0.411932945,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.00046438,58.88888889,6,0.003715038,530,9,13111,126.2222222,0,Web_Chat,ISCX_VPN_2016
0.411790848,64,17,0.411790848,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411162138,64,17,0.411162138,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
30.01897168,94,6,90.05691504,376,4,443,113.5,0,Web_Chat,ISCX_VPN_2016
0.411276102,64,17,0.411276102,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41090107,64,17,0.41090107,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.044816335,94.75,17,0.134449005,379,4,11113,181,0,Web_Chat,ISCX_VPN_2016
0.411381006,64,17,0.411381006,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.4109478,64,17,0.4109478,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.000354052,99,17,0.000354052,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.000417948,99,17,0.000417948,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.412449121,64,17,0.412449121,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.412062168,64,17,0.412062168,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.412220001,64,17,0.412220001,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411527157,64,17,0.411527157,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.001046785,543.7241379,6,0.029309988,15768,29,13000,126.2068966,0,Web_Chat,ISCX_VPN_2016
0.052873135,60,6,0.052873135,120,2,443,114,0,Web_Chat,ISCX_VPN_2016
0.052911997,94,6,0.052911997,188,2,443,114,0,Web_Chat,ISCX_VPN_2016
15.37005473,60,6,630.1722441,2520,42,443,114.5,0,Web_Chat,ISCX_VPN_2016
14.65507398,64.61363636,6,630.1681812,2843,44,443,113,0,Web_Chat,ISCX_VPN_2016
2.096068581,140.916388,6,624.628437,42134,299,443,115.3745819,0,Web_Chat,ISCX_VPN_2016
18.77950155,92,17,544.605545,2760,30,137,128,0,Web_Chat,ISCX_VPN_2016
0.413731813,64,17,0.413731813,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41339612,64,17,0.41339612,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.000231504,58.88888889,6,0.001852036,530,9,13111,126.2222222,0,Web_Chat,ISCX_VPN_2016
0.08308506,298,17,0.08308506,596,2,53,159,0,Web_Chat,ISCX_VPN_2016
0.039216042,90,17,0.039216042,180,2,123,151.5,0,Web_Chat,ISCX_VPN_2016
46.34389334,76.5,6,417.0950401,765,10,443,114.5,0,Web_Chat,ISCX_VPN_2016
60.01081023,94,6,300.0540512,564,6,443,114.5,0,Web_Chat,ISCX_VPN_2016
42.876655,94.75,17,300.136585,758,8,11113,182,0,Web_Chat,ISCX_VPN_2016
0.414695024,64,17,0.414695024,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41452384,64,17,0.41452384,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411264896,64,17,0.411264896,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410903931,64,17,0.410903931,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.414306879,64,17,0.414306879,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.413875103,64,17,0.413875103,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.418977022,64,17,0.418977022,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.418483019,64,17,0.418483019,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.413527012,64,17,0.413527012,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.413114071,64,17,0.413114071,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.001672029,99,17,0.001672029,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.00147295,99,17,0.00147295,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.415822983,64,17,0.415822983,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.415517092,64,17,0.415517092,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.015525103,527.3666667,6,0.450227976,15821,30,13000,126.2666667,0,Web_Chat,ISCX_VPN_2016
0.41092515,64,17,0.41092515,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410636902,64,17,0.410636902,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.415313005,64,17,0.415313005,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.414721966,64,17,0.414721966,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410948992,64,17,0.410948992,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410774946,64,17,0.410774946,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.007860359,1037.590164,6,4.786958933,632930,610,13000,124.8262295,0,Web_Chat,ISCX_VPN_2016
0.010884211,455.8666667,6,0.315642118,13676,30,13000,126.1333333,0,Web_Chat,ISCX_VPN_2016
0.004858,456.8275862,6,0.136023998,13248,29,13000,126.2068966,0,Web_Chat,ISCX_VPN_2016
0.003697762,475.8148148,6,0.096141815,12847,27,13000,126.0740741,0,Web_Chat,ISCX_VPN_2016
1.487567215,92,17,642.6290369,39836,433,137,128,0,Web_Chat,ISCX_VPN_2016
0.420979023,64,17,0.420979023,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420675993,64,17,0.420675993,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420954227,64,17,0.420954227,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
88.29878362,64,17,264.8963509,256,4,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421971083,64,17,0.421971083,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421487093,64,17,0.421487093,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420984983,64,17,0.420984983,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420495987,64,17,0.420495987,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421108007,64,17,0.421108007,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420929909,64,17,0.420929909,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
15.38917639,60,6,600.1778791,2400,40,443,112.5,0,Web_Chat,ISCX_VPN_2016
14.63844583,64.83333333,6,600.1762791,2723,42,443,113,0,Web_Chat,ISCX_VPN_2016
1.916121537,156.8990826,6,624.6556211,51306,327,443,114.3761468,0,Web_Chat,ISCX_VPN_2016
0.417811155,64,17,0.417811155,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.417473078,64,17,0.417473078,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.542178582,142.5893502,17,600.19169,157989,1108,161,191,0,Web_Chat,ISCX_VPN_2016
0.409962893,64,17,0.409962893,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.40949297,64,17,0.40949297,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420976162,64,17,0.420976162,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420487881,64,17,0.420487881,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420968056,64,17,0.420968056,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420670033,64,17,0.420670033,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420940876,64,17,0.420940876,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420654058,64,17,0.420654058,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411592007,64,17,0.411592007,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411276102,64,17,0.411276102,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420266867,64,17,0.420266867,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419862986,64,17,0.419862986,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419099092,64,17,0.419099092,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.418663025,64,17,0.418663025,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421130896,64,17,0.421130896,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420649052,64,17,0.420649052,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420066118,64,17,0.420066118,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419894934,64,17,0.419894934,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420954943,64,17,0.420954943,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420646906,64,17,0.420646906,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420948029,64,17,0.420948029,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420630932,64,17,0.420630932,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420933962,64,17,0.420933962,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420433998,64,17,0.420433998,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421010971,64,17,0.421010971,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420709848,64,17,0.420709848,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410039902,64,17,0.410039902,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.409554005,64,17,0.409554005,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.4208951,64,17,0.4208951,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
106.5791667,64,17,319.7375,256,4,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421175003,64,17,0.421175003,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420879841,64,17,0.420879841,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420938969,64,17,0.420938969,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420634031,64,17,0.420634031,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420135021,64,17,0.420135021,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419684887,64,17,0.419684887,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41852212,64,17,0.41852212,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.418223858,64,17,0.418223858,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421837807,64,17,0.421837807,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421524048,64,17,0.421524048,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421818972,64,17,0.421818972,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421315908,64,17,0.421315908,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.414813042,64,17,0.414813042,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.414379835,64,17,0.414379835,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
117.539822,64,17,352.6194661,256,4,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420357943,64,17,0.420357943,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423294067,64,17,0.423294067,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423117876,64,17,0.423117876,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.477157831,192,17,0.477157831,384,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.485486984,120,17,0.485486984,240,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.046534061,192,17,0.046534061,384,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.046012163,120,17,0.046012163,240,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.001165152,152,17,0.001165152,304,2,53,94,0,Web_Chat,ISCX_VPN_2016
0.413799047,64,17,0.413799047,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.413283825,64,17,0.413283825,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.051336077,474.25,6,1.386074066,13279,28,13000,125.8571429,0,Web_Chat,ISCX_VPN_2016
0.00037694,192,17,0.00037694,384,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.000250101,120,17,0.000250101,240,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.094251256,486.04,6,6.974592924,36453,75,80,89.92,0,Web_Chat,ISCX_VPN_2016
0.421194077,64,17,0.421194077,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420958042,64,17,0.420958042,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420164108,64,17,0.420164108,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419850111,64,17,0.419850111,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420692921,64,17,0.420692921,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420596838,64,17,0.420596838,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420692921,64,17,0.420692921,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420391083,64,17,0.420391083,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420970917,64,17,0.420970917,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420660019,64,17,0.420660019,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420059919,64,17,0.420059919,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41988802,64,17,0.41988802,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.001988691,526.9166667,6,0.045739889,12646,24,13000,126,0,Web_Chat,ISCX_VPN_2016
0.427175999,64,17,0.427175999,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.426727057,64,17,0.426727057,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.409420013,64,17,0.409420013,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.409107924,64,17,0.409107924,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42079711,64,17,0.42079711,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420318127,64,17,0.420318127,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420073986,64,17,0.420073986,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419993162,64,17,0.419993162,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420921087,64,17,0.420921087,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420660019,64,17,0.420660019,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.416774035,64,17,0.416774035,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.416634798,64,17,0.416634798,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
66.01197538,81.66666667,6,330.0598769,490,6,443,114.5,0,Web_Chat,ISCX_VPN_2016
0.414270878,64,17,0.414270878,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.413933992,64,17,0.413933992,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.00108043,527.9583333,6,0.024849892,12671,24,13000,126,0,Web_Chat,ISCX_VPN_2016
0.421790123,64,17,0.421790123,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421544075,64,17,0.421544075,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.000262976,99,17,0.000262976,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.00028491,99,17,0.00028491,198,2,53,95.5,0,Web_Chat,ISCX_VPN_2016
0.422422171,64,17,0.422422171,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422299862,64,17,0.422299862,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420717001,64,17,0.420717001,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420189857,64,17,0.420189857,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420870066,64,17,0.420870066,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420374155,64,17,0.420374155,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.417589903,64,17,0.417589903,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.417113066,64,17,0.417113066,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420917034,64,17,0.420917034,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42042017,64,17,0.42042017,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
13.07783837,128.9,6,248.478929,2578,20,443,116.3,0,Web_Chat,ISCX_VPN_2016
0.419874907,64,17,0.419874907,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419591904,64,17,0.419591904,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422353029,64,17,0.422353029,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42197299,64,17,0.42197299,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421748877,64,17,0.421748877,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421571016,64,17,0.421571016,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.031353553,90.3,6,0.282181978,903,10,13111,126,0,Web_Chat,ISCX_VPN_2016
0.420098066,64,17,0.420098066,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419863939,64,17,0.419863939,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421003103,64,17,0.421003103,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420673132,64,17,0.420673132,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421047211,64,17,0.421047211,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420717001,64,17,0.420717001,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.002978633,622.12,6,0.071487188,15553,25,13000,125.92,0,Web_Chat,ISCX_VPN_2016
0.422070026,64,17,0.422070026,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421612978,64,17,0.421612978,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422551155,64,17,0.422551155,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411567926,64,17,0.411567926,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411086082,64,17,0.411086082,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420802116,64,17,0.420802116,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420489073,64,17,0.420489073,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420825958,64,17,0.420825958,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420470953,64,17,0.420470953,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.418020964,64,17,0.418020964,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.41782403,64,17,0.41782403,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420915127,64,17,0.420915127,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420428991,64,17,0.420428991,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422890902,64,17,0.422890902,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422561884,64,17,0.422561884,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420892954,64,17,0.420892954,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420406103,64,17,0.420406103,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410802841,64,17,0.410802841,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.410589933,64,17,0.410589933,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423610926,64,17,0.423610926,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423125982,64,17,0.423125982,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.412975073,64,17,0.412975073,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.412652016,64,17,0.412652016,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422904015,64,17,0.422904015,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.422806025,64,17,0.422806025,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411606073,64,17,0.411606073,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411254168,64,17,0.411254168,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421025991,64,17,0.421025991,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420683146,64,17,0.420683146,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.416119099,64,17,0.416119099,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.415919065,64,17,0.415919065,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42097497,64,17,0.42097497,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420666933,64,17,0.420666933,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420800924,64,17,0.420800924,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420356035,64,17,0.420356035,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419613123,64,17,0.419613123,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.419257879,64,17,0.419257879,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421025991,64,17,0.421025991,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420673847,64,17,0.420673847,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420947075,64,17,0.420947075,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42050004,64,17,0.42050004,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420913219,64,17,0.420913219,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420609951,64,17,0.420609951,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421048164,64,17,0.421048164,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420707941,64,17,0.420707941,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42090106,64,17,0.42090106,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420569181,64,17,0.420569181,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421000004,64,17,0.421000004,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420675993,64,17,0.420675993,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423914909,64,17,0.423914909,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423432112,64,17,0.423432112,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42112422,64,17,0.42112422,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421001911,64,17,0.421001911,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420720816,64,17,0.420720816,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420378923,64,17,0.420378923,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420942783,64,17,0.420942783,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420433044,64,17,0.420433044,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42415309,64,17,0.42415309,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.423827171,64,17,0.423827171,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420497894,64,17,0.420497894,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421010017,64,17,0.421010017,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42069006,64,17,0.42069006,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.421211004,64,17,0.421211004,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.42100811,64,17,0.42100811,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420961142,64,17,0.420961142,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.420460939,64,17,0.420460939,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411572933,64,17,0.411572933,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
0.411450863,64,17,0.411450863,128,2,5355,1,0,Web_Chat,ISCX_VPN_2016
